Date,Open,High,Low,Close,Volume,Adj Close
2011-09-16,46.77,47.17,46.36,47.12,11656600,45.57
2011-09-15,46.15,46.62,45.69,46.48,9678700,44.95
2011-09-14,44.86,46.18,44.38,45.52,10073300,44.02
2011-09-13,44.50,44.96,44.03,44.66,10777600,43.19
2011-09-12,44.89,45.32,43.76,44.28,14747500,42.82
2011-09-09,46.03,46.09,44.92,45.27,10135200,43.78
2011-09-08,47.20,47.60,46.14,46.40,8659400,44.87
2011-09-07,46.84,47.47,46.71,47.44,5831700,45.88
2011-09-06,45.03,46.21,44.87,46.14,8693300,44.62
2011-09-02,46.67,47.11,46.28,46.76,6994900,45.22
2011-09-01,48.03,48.86,47.74,47.82,7036800,46.25
2011-08-31,48.59,48.94,47.80,48.27,7473800,46.68
2011-08-30,47.34,48.53,47.21,48.22,8498600,46.63
2011-08-29,46.57,47.57,46.52,47.50,5722400,45.94
2011-08-26,45.12,46.41,44.18,46.09,7698700,44.57
2011-08-25,46.42,46.69,45.14,45.46,9088000,43.96
2011-08-24,45.31,46.17,45.08,46.11,7056400,44.59
2011-08-23,44.11,45.43,44.00,45.42,8319400,43.93
2011-08-22,44.80,44.92,43.61,43.82,7755100,42.38
2011-08-19,43.97,44.92,43.65,43.79,9598200,42.35
2011-08-18,45.72,45.80,44.00,44.40,13563100,42.94
2011-08-17,47.54,47.85,46.51,46.73,7030500,45.19
2011-08-16,47.18,47.47,46.29,46.89,10628700,45.35
2011-08-15,47.56,47.89,47.00,47.72,8707600,46.15
2011-08-12,47.26,47.99,46.85,47.36,8912100,45.80
2011-08-11,44.80,47.63,44.79,46.96,14403100,45.41
2011-08-10,45.43,46.84,44.70,44.83,18149800,42.96
2011-08-09,45.15,46.81,43.71,46.71,21630900,44.76
2011-08-08,45.73,46.85,43.60,44.06,19376800,42.22
2011-08-05,48.10,48.69,45.87,47.27,17664700,45.30
2011-08-04,49.73,49.73,47.21,47.24,15563300,45.27
2011-08-03,50.19,50.57,48.97,50.50,10132000,48.39
2011-08-02,51.07,51.70,50.04,50.05,10295700,47.96
2011-08-01,53.38,53.38,50.96,51.55,6953200,49.40
2011-07-29,51.97,52.11,51.29,51.42,10058900,49.27
2011-07-28,52.72,53.64,52.29,52.30,8243600,50.12
2011-07-27,53.51,53.58,52.07,52.28,8881400,50.10
2011-07-26,54.18,54.21,53.46,53.69,5001900,51.45
2011-07-25,54.23,54.53,54.04,54.10,5746900,51.84
2011-07-22,55.05,55.25,54.60,54.85,3889800,52.56
2011-07-21,54.59,55.40,54.39,54.81,5394000,52.52
2011-07-20,54.29,54.39,53.93,54.26,3352800,51.99
2011-07-19,53.76,54.35,53.75,54.10,4693400,51.84
2011-07-18,53.78,53.85,53.03,53.47,4272200,51.24
2011-07-15,54.21,54.21,53.60,54.09,6517100,51.83
2011-07-14,54.70,55.00,53.62,53.82,6677200,51.57
2011-07-13,54.63,55.30,54.40,54.60,4301200,52.32
2011-07-12,54.59,54.99,54.32,54.34,4842800,52.07
2011-07-11,54.83,55.08,54.34,54.80,5157300,52.51
2011-07-08,55.03,55.46,54.66,55.42,5662100,53.11
2011-07-07,55.53,56.20,55.52,55.84,6310500,53.51
2011-07-06,54.45,55.83,54.33,55.20,8571800,52.90
2011-07-05,54.36,54.90,54.36,54.45,4546500,52.18
2011-07-01,53.60,54.68,53.56,54.47,5595300,52.20
2011-06-30,53.53,54.49,53.32,54.05,6280400,51.79
2011-06-29,53.02,53.58,52.54,53.32,5695600,51.09
2011-06-28,52.05,52.71,51.91,52.66,5317700,50.46
2011-06-27,51.85,52.12,51.19,51.75,5776600,49.59
2011-06-24,51.71,51.98,50.92,51.96,11953700,49.79
2011-06-23,50.62,51.38,49.87,51.32,6743200,49.18
2011-06-22,51.48,51.98,51.25,51.32,5231600,49.18
2011-06-21,50.79,51.94,50.79,51.72,6307300,49.56
2011-06-20,49.50,50.59,49.46,50.39,4557400,48.29
2011-06-17,49.79,50.21,49.34,49.57,8861300,47.50
2011-06-16,49.46,49.89,48.64,49.34,6181500,47.28
2011-06-15,49.72,50.30,49.37,49.54,7441600,47.47
2011-06-14,50.18,50.63,49.75,50.29,9001300,48.19
2011-06-13,49.50,50.28,49.36,49.50,4527500,47.43
2011-06-10,50.34,50.52,49.70,49.78,5180000,47.70
2011-06-09,50.04,50.90,49.78,50.46,5665600,48.35
2011-06-08,50.14,50.44,49.52,49.74,5581800,47.66
2011-06-07,50.08,50.71,49.86,50.29,6102000,48.19
2011-06-06,50.30,50.69,49.75,49.85,5646700,47.77
2011-06-03,50.45,50.75,50.11,50.29,6056500,48.19
2011-06-02,51.66,52.00,50.63,51.17,6659000,49.03
2011-06-01,53.11,53.20,51.46,51.57,6424500,49.42
2011-05-31,53.18,53.39,52.45,53.30,6063000,51.07
2011-05-27,52.35,53.02,52.05,52.56,3806800,50.37
2011-05-26,51.96,52.32,51.55,51.97,4999800,49.80
2011-05-25,52.16,52.45,50.50,52.16,6396900,49.98
2011-05-24,51.71,52.21,51.19,51.25,5635900,49.11
2011-05-23,51.75,52.02,51.23,51.60,7803500,49.45
2011-05-20,53.33,53.45,52.42,52.74,5620100,50.54
2011-05-19,53.46,54.00,52.95,53.43,3817400,51.20
2011-05-18,52.53,53.38,52.19,53.29,5087300,51.07
2011-05-17,52.85,53.11,51.92,52.30,6227900,50.12
2011-05-16,52.74,53.62,52.50,52.92,6748200,50.71
2011-05-13,54.02,54.16,52.55,52.91,6943100,50.70
2011-05-12,54.11,54.18,53.31,53.89,5270900,51.64
2011-05-11,55.51,55.56,53.89,54.12,6266900,51.86
2011-05-10,55.52,56.13,55.37,55.89,4303700,53.16
2011-05-09,54.94,55.70,54.79,55.41,4414800,52.71
2011-05-06,54.48,55.21,54.34,54.63,5488800,51.97
2011-05-05,54.08,54.87,53.59,53.87,5937200,51.24
2011-05-04,55.32,55.62,54.05,54.51,6414200,51.85
2011-05-03,56.09,56.36,55.09,55.47,4739300,52.76
2011-05-02,56.42,57.00,56.00,56.19,4886200,53.45
2011-04-29,56.81,56.88,56.21,56.79,5456300,54.02
2011-04-28,55.77,56.83,55.69,56.75,7311900,53.98
2011-04-27,55.09,55.75,54.54,55.62,4550100,52.91
2011-04-26,55.40,55.65,54.91,55.06,5200000,52.37
2011-04-25,55.69,55.90,54.71,55.12,4783300,52.43
2011-04-21,55.99,56.20,54.89,55.91,5959200,53.18
2011-04-20,55.07,56.00,55.00,55.37,6103200,52.67
2011-04-19,53.80,54.78,53.73,54.67,4164500,52.00
2011-04-18,54.28,54.28,53.19,53.80,5248200,51.18
2011-04-15,54.19,55.12,53.89,54.89,6291800,52.21
2011-04-14,53.54,54.35,53.35,54.11,4285800,51.47
2011-04-13,54.06,54.27,53.17,53.82,4242500,51.19
2011-04-12,54.50,54.66,53.70,53.75,5668200,51.13
2011-04-11,55.45,55.81,54.70,54.85,3556400,52.17
2011-04-08,55.92,56.00,55.03,55.40,2730800,52.70
2011-04-07,55.85,56.28,55.14,55.57,4071100,52.86
2011-04-06,56.34,56.52,55.60,56.02,3478000,53.29
2011-04-05,55.49,56.48,55.00,56.06,5268100,53.33
2011-04-04,55.50,55.76,55.20,55.59,4102600,52.88
2011-04-01,55.19,55.77,54.93,55.19,3809000,52.50
2011-03-31,55.09,55.80,54.90,54.97,5162800,52.29
2011-03-30,54.91,55.60,54.57,55.37,6337200,52.67
2011-03-29,54.00,54.64,53.70,54.59,3653300,51.93
2011-03-28,54.11,54.50,53.93,53.93,4354700,51.30
2011-03-25,53.86,54.64,53.76,54.10,4859300,51.46
2011-03-24,53.87,53.99,53.26,53.68,3994100,51.06
2011-03-23,53.58,53.75,52.89,53.46,5793700,50.85
2011-03-22,53.84,54.07,53.53,53.67,4600000,51.05
2011-03-21,53.80,53.96,53.44,53.83,5209000,51.20
2011-03-18,53.06,53.29,52.71,52.99,8204800,50.41
2011-03-17,52.28,52.92,52.09,52.33,5483800,49.78
2011-03-16,52.10,52.34,51.10,51.53,10827000,49.02
2011-03-15,51.70,52.77,51.30,52.40,6952200,49.84
2011-03-14,53.18,53.50,52.50,53.02,8276200,50.43
2011-03-11,52.39,53.08,51.82,52.90,5444800,50.32
2011-03-10,53.18,53.20,52.06,52.59,5906000,50.02
2011-03-09,54.03,54.11,53.11,53.71,4445400,51.09
2011-03-08,53.47,54.49,53.09,54.26,5440800,51.61
2011-03-07,54.10,54.41,52.90,53.26,5827500,50.66
2011-03-04,54.42,54.57,53.05,53.87,5995100,51.24
2011-03-03,53.78,54.95,53.71,54.55,6849200,51.89
2011-03-02,53.08,53.44,52.76,53.06,6209100,50.47
2011-03-01,54.74,54.92,53.16,53.22,7885300,50.62
2011-02-28,54.22,54.88,54.22,54.87,6000300,52.19
2011-02-25,53.19,54.28,53.10,54.07,4470100,51.43
2011-02-24,53.59,54.06,52.36,53.04,9686600,50.45
2011-02-23,54.04,54.74,52.91,53.71,10303600,51.09
2011-02-22,54.95,55.30,54.12,54.38,8715000,51.73
2011-02-18,55.65,56.19,55.11,55.98,8159300,53.25
2011-02-17,54.67,55.67,54.45,55.59,8179100,52.88
2011-02-16,54.25,54.97,54.21,54.67,7235500,52.00
2011-02-15,54.38,54.50,53.80,54.11,6963500,51.47
2011-02-14,54.44,54.58,54.11,54.52,5321900,51.86
2011-02-11,53.70,54.75,53.61,54.58,7165000,51.92
2011-02-10,53.66,54.43,53.50,54.33,6820000,51.29
2011-02-09,53.64,53.85,53.35,53.83,6657700,50.82
2011-02-08,53.67,53.88,53.40,53.71,7836300,50.70
2011-02-07,52.62,53.91,52.51,53.33,8653300,50.35
2011-02-04,51.87,52.63,51.81,52.53,5425800,49.59
2011-02-03,51.69,52.07,51.41,51.93,4658900,49.02
2011-02-02,51.64,52.00,51.45,51.85,5076400,48.95
2011-02-01,50.85,51.74,50.74,51.66,7928100,48.77
2011-01-31,50.15,50.86,50.09,50.68,7964600,47.84
2011-01-28,50.15,50.66,49.73,50.29,8956100,47.48
2011-01-27,49.44,50.45,49.41,50.27,7202600,47.46
2011-01-26,49.24,50.64,49.13,50.32,10312900,47.50
2011-01-25,48.84,49.25,48.26,49.04,10078500,46.30
2011-01-24,48.44,49.00,48.29,48.89,8873100,46.15
2011-01-21,48.45,48.82,48.31,48.35,6147200,45.64
2011-01-20,48.72,48.80,47.65,48.12,7227500,45.43
2011-01-19,49.79,49.79,48.68,48.88,6302400,46.14
2011-01-18,49.53,50.14,49.53,49.70,5925900,46.92
2011-01-14,49.29,49.93,49.10,49.80,4497000,47.01
2011-01-13,49.23,49.73,49.12,49.39,5410100,46.63
2011-01-12,49.43,49.54,48.94,49.10,6552900,46.35
2011-01-11,49.11,49.33,48.25,48.97,10044400,46.23
2011-01-10,48.38,49.12,47.22,49.03,12534100,46.29
2011-01-07,50.10,50.24,49.35,49.76,5042100,46.98
2011-01-06,50.36,50.54,49.73,49.98,6126800,47.18
2011-01-05,49.62,50.27,49.55,50.22,5432300,47.41
2011-01-04,50.27,50.27,49.28,49.89,5520400,47.10
2011-01-03,50.05,50.40,49.96,50.03,5528300,47.23
